text,referenced_tweets,created_at,possibly_sensitive,author_id,reply_settings,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.impression_count,geo.place_id
"@Thamie91268576 Looking for a unique experience this Ramadan? Indulge in an authentic Iftar feast set in the breathtaking Arabian desert at https://t.co/kaAuw4DST8 

#RamadanWithQatarAirways

Reply with #OptOut to stop https://t.co/4a1B58fqkE",,2023-04-07 12:15:06+00:00,False,14589119,everyone,0,0,0,0,0,
Friday horned up https://t.co/54CdJQfiFX,,2023-04-07 12:15:06+00:00,False,1644145521089728513,everyone,0,0,0,0,0,
"🐰 Easter Sale at Hollr with 30% OFF!

► FREE WORLDWIDE SHIPPING!
► Code: HollrEaster

Visit our shop https://t.co/JAM70lsuke

#hollr #connected #socialnetworking #digitalbusinesscard #startup #connections #network #networking #onlinenetworking #businessgrowth https://t.co/dqPjDo29ML",,2023-04-07 12:15:06+00:00,False,1286360217933029376,everyone,0,0,0,0,0,
"𝐑𝐢𝐯𝐚𝐥𝐫𝐲 𝐑𝐨𝐮𝐧𝐝𝐮𝐩: 𝐑𝐚𝐢𝐧𝐲 𝐝𝐚𝐲 𝐛𝐥𝐮𝐞𝐬
To read the complete news visit here - https://t.co/RbrZaUdhYq

For more breaking news visit us - https://t.co/nHVRI8B5z7

#todaysbreakingnews #BreakingNews #LatestNews #liveupdates #sportsnews #firenewsfeed https://t.co/cbbAA0Bdoo",,2023-04-07 12:15:06+00:00,False,1630847870181179392,everyone,0,0,0,0,0,
"Having sex with a porn girl in the car🥰🥰🥰🥰
Twitch unbanned streamer Kimmikka😍😍😍😍 
#上海丝足 #上海资源 https://t.co/ZrofI7pNdS",,2023-04-07 12:15:06+00:00,False,1630600791919558659,everyone,0,0,0,0,0,
"faction longize 
#历城 #红谷滩 https://t.co/OCw9WPTW1E",,2023-04-07 12:15:06+00:00,False,2822473288,everyone,0,0,0,0,0,
"San Francisco, with its median home price of $1.3 million and wealthy, well-educated demographics, now celebrates the fact that it’s not as murder-y as Baltimore. https://t.co/o95QXlO7Nm",[<ReferencedTweet id=1644278898765492225 type=quoted],2023-04-07 12:15:06+00:00,False,15777645,everyone,0,0,0,0,0,
@cryptogems555 $SHARBI the #multichainqueen is the one @SharbiToken https://t.co/HZFaRlkIGg,[<ReferencedTweet id=1644236051597148162 type=replied_to],2023-04-07 12:15:06+00:00,False,1570135756559060996,everyone,0,0,0,0,0,
@TheWignus @ZkPugOfficial Following ✔️ https://t.co/MfjbkBsH7m,[<ReferencedTweet id=1644299971900981248 type=replied_to],2023-04-07 12:15:06+00:00,False,1360071468541833217,everyone,0,0,0,0,0,
"richate fumuous 
#金水 #李沧 https://t.co/AHr5xKvFlh",,2023-04-07 12:15:06+00:00,False,348309226,everyone,0,0,0,0,0,
Baat dil par lag rhi hai par use has kr dena is a different level of self control_” 🖤🙃 https://t.co/rQxDNo4kt4,,2023-04-07 12:15:06+00:00,False,1428451889696411650,everyone,0,0,0,0,0,
"💋everyone knows I love you.🌷 
#泉州资源 #泉州 https://t.co/23xeDOn8xV",,2023-04-07 12:15:06+00:00,False,1626896982051635202,everyone,0,0,0,0,0,
growl 2013 https://t.co/JzlUllrBVk,[<ReferencedTweet id=1643964151314673670 type=quoted],2023-04-07 12:15:06+00:00,False,2915442445,everyone,0,0,0,0,0,
"ugue.  Her
manager on the other hand h
_USE_OUNASS_CODE_NAMSHI_COUPON_NOON_DISCOUNT_SIVVI_PROMO
 upon anyone who may https://t.co/LE0FsWejOg",,2023-04-07 12:15:06+00:00,False,282630387,everyone,0,0,0,0,0,
Amen to that!! 🤩 https://t.co/x3h666sydK,[<ReferencedTweet id=1644287519054340102 type=quoted],2023-04-07 12:15:06+00:00,False,1480984097224855563,everyone,0,0,0,0,0,
"National Day vacation，

#伦敦 约 炮 https://t.co/PuaaXy72DK",,2023-04-07 12:15:06+00:00,False,1628316750218502144,everyone,0,0,0,0,0,
"Is ChatGPT coming for the treasurers? As the most talked about technology, artificial intelligence has got professionals fearing for their jobs. The Treasurer reports from the ACT Middle East Technology and Innovation Forum.
https://t.co/wDREWUaanX https://t.co/XuOUeki9qV",,2023-04-07 12:15:05+00:00,False,602569084,everyone,0,0,0,0,0,
Past+present https://t.co/JZX7I014ci,,2023-04-07 12:15:05+00:00,False,1505788177738448896,everyone,0,0,0,0,0,
"#深圳 https://t.co/rV9VXwV4xg
Test easy car.",,2023-04-07 12:15:05+00:00,False,314349126,everyone,0,0,0,0,0,
"Thats a great move, thanks for that collaboration! @LaughingLam2000 @BullyMonkeys @shivanshSingh @ZSpiral3699 @bigboyfraser @Onyxxnet @HUDDsol @DreamsSeller123 @FelixAlegria7 https://t.co/YCUW4anslE",[<ReferencedTweet id=1644305066306809856 type=quoted],2023-04-07 12:15:05+00:00,False,1876646072,following,0,0,0,0,0,
Like fine wine. Best player I’ve ever seen in a Wolves shirt. Can’t believe he’s been here 5 years https://t.co/IEttjdL953,[<ReferencedTweet id=1644007938678243329 type=quoted],2023-04-07 12:15:05+00:00,False,1167324387210514432,everyone,0,0,0,0,0,
"away extrauous 
#南海 #莲池 https://t.co/xZTnvEI282",,2023-04-07 12:15:05+00:00,False,212373363,everyone,0,0,0,0,0,
Nearly matches.... https://t.co/0Any9IbBX6,,2023-04-07 12:15:05+00:00,False,1102986853253242880,everyone,0,0,0,0,0,
"😄😍🥰💌😀 
Able body population purpose television movie. 
 #男菩萨 #黄网 #男 https://t.co/HCvVQ1FuTe",,2023-04-07 12:15:05+00:00,False,2681652224,everyone,0,0,0,0,0,
"¡Al fin #viernes! 
@diegotorresmusica (@diegotorres) #diegotorres https://t.co/2Q0ZBMoghO",,2023-04-07 12:15:05+00:00,False,117811814,everyone,0,0,0,0,0,
"BlindPatienceQuestaMarta   
#广东 #约 #炮 https://t.co/c3J9YLfjFU",,2023-04-07 12:15:05+00:00,False,2555813408,everyone,0,0,0,0,0,
Theresa Young Bertha Richardson #北京按摩 #北京 https://t.co/s4rIgc4aCF,,2023-04-07 12:15:05+00:00,False,783521317,everyone,0,0,0,0,0,
"I wonder if these reddish/orange saber wielders are gonna be ""dark Jedi"" or ""frozen Jedi from x era"" or ""proto knights of Ren"" or &lt;insert reason for more bad Jedi arts trained saber people to exist&gt; 😄

Looking forward to the show! https://t.co/twv20Xo1Uv",[<ReferencedTweet id=1644303514385137664 type=quoted],2023-04-07 12:15:05+00:00,False,1308221084739801089,everyone,0,0,0,0,0,
IS THIS LEGIT https://t.co/R0X0sgvTJ4,[<ReferencedTweet id=1644143000468230145 type=quoted],2023-04-07 12:15:05+00:00,False,1289641184470671362,everyone,0,0,0,0,0,
hurry @Spanysh_FLi @ifyousmelI @ji_1412 @cryptonym @surakiticap @drew_bayarea @XiaoNeedsLuck @cool_guy200849 @josechacinu @ninzboo1990 @BumeraBg_O_A_D @Aguirre12311 @Liming4821 @JisonBro https://t.co/VVcenPvDqr,[<ReferencedTweet id=1643904872943611907 type=quoted],2023-04-07 12:15:05+00:00,False,1643692981185028096,everyone,0,0,0,0,0,
"I don't think there is such a thing, they'll stick to their imbecilic ""conservatist"" doctrines when they get in the voting booths. https://t.co/zhM9ac6Bhl",[<ReferencedTweet id=1644311492026662913 type=quoted],2023-04-07 12:15:05+00:00,False,1940435388,everyone,0,0,0,0,0,
"And jealousy 24 cubitward 
#情妇 #性瘾 #主奴 https://t.co/mEUVkwtDWh",,2023-04-07 12:15:05+00:00,False,1342782717541289984,everyone,0,0,0,0,0,
"@inpoco According to this @VoteGloriaJ interview it started the day they were sworn in, no surprise there. https://t.co/dW2fSinqSR","[<ReferencedTweet id=1644167806303236096 type=quoted, <ReferencedTweet id=1644311374724489217 type=replied_to]",2023-04-07 12:15:05+00:00,False,14173635,everyone,0,0,0,0,4,
@shadow_kylie @LukeChudoba I SWEAR I ONLY HAD ONE SIP IT WAS THE ONLY BEER IN THE FRIDGE COME ON GUYS https://t.co/AyIeQRYUW2,[<ReferencedTweet id=1644288618163216384 type=replied_to],2023-04-07 12:15:05+00:00,False,501205712,everyone,0,0,0,0,0,
Thx for nft $OP is the best!! @Toan261099 @JoeJoe16253946 @Ketil_Brewer @baotoshi_n @hern9067197 @Aktar09992597 @QinlonZW @slametp55001868 @baponsk32812010 @NagenderKumarK1 @seawise_ai @ggejj1368 @Dominic05443283 @Candice58174743 https://t.co/qlry6LvYci,[<ReferencedTweet id=1644286709708750848 type=quoted],2023-04-07 12:15:05+00:00,False,56823026,everyone,0,0,0,0,0,
"Take a look at this 2007-D James Madison Presidential Dollar 
Only : $3.50
High Grade Presidential Dollars (U.S. Golden Dollars) https://t.co/Aqsk7LZiOg https://t.co/SxGWxaB6uB",,2023-04-07 12:15:05+00:00,False,2541802183,everyone,0,0,0,0,0,
"Dig it, y'all. This program was so popular that we've extended our Eat &amp; Drink Downtown campaign for another month! Huzzah! During the month of April, spend $100 in any participating downtown bar or restaurant and receive a free $25 downtown gift card! https://t.co/4wXfJD4S5Z",,2023-04-07 12:15:05+00:00,False,37724162,everyone,0,0,0,0,0,
The way pdm is going it would be hard to get 10-20 Seats in elections. Stop this nonsense. Save the country https://t.co/qzlFJjXR4q,[<ReferencedTweet id=1644311996131688450 type=quoted],2023-04-07 12:15:05+00:00,False,172035012,everyone,0,0,0,0,0,
"next part
https://t.co/OV5HrJeCsW","[<ReferencedTweet id=1644311651271970816 type=quoted, <ReferencedTweet id=1644194188244979712 type=replied_to]",2023-04-07 12:15:05+00:00,False,1629292365403004928,everyone,0,0,0,0,0,
"Urban Monarchs by Timothy Dempsey

📚 https://t.co/ua87crDubP

#Amazon #Kindle #Cyberpunk #Dystopia #Sciencefiction #Magic #Fantasy #WritingCommunity #Readers #Read #BookLover #BookPromo #Book #BookPlug #BookBoost #MustRead #BookAddict #AvidReader #ReadingCommunity https://t.co/ax1QK0WmjO",,2023-04-07 12:15:05+00:00,False,1205385501881946113,everyone,0,0,0,0,0,
Don't miss out! 💥 @siu_leee3 @ElBabas0 @princeofpavia @masterclassweb3 https://t.co/kiuWZ7DhNx,[<ReferencedTweet id=1643769576428019712 type=quoted],2023-04-07 12:15:05+00:00,False,338571184,following,0,0,0,0,0,
The new bored @RobertDowneyJr https://t.co/O4R7MIdZUl https://t.co/O9i6TaZQvJ,[<ReferencedTweet id=1643640038867992579 type=quoted],2023-04-07 12:15:05+00:00,False,1503700126992318464,everyone,0,0,0,0,0,
"There's a legacy of protest and elders who will encourage y'all!!!

(See: my great-auntie after protest in Tennessee organized with TSU, still outchere). https://t.co/QzQPz9PKl5 https://t.co/jDjWVv0Crx",[<ReferencedTweet id=1644309342655528960 type=quoted],2023-04-07 12:15:05+00:00,False,1040316490237571072,everyone,0,1,0,0,0,
I still think about this art once a day I'm not even kidding https://t.co/vhJlJvRI9s,,2023-04-07 12:15:05+00:00,False,1524732242802745344,everyone,0,0,0,0,0,
"Searching for Commercial Property?

The Business Doncaster Property Search is the tool you need to discover up to date listings. Start your search now 🔍 https://t.co/jSmsNKhVuq

#commercialproperty @MyDoncaster @DNChamber https://t.co/D2KwmXRD7r",,2023-04-07 12:15:05+00:00,False,577295562,everyone,0,0,0,0,0,
this is so damn sad. &amp; people STILL think guns are the issue https://t.co/EgVy3Dkib5,[<ReferencedTweet id=1643840406709481477 type=quoted],2023-04-07 12:15:05+00:00,False,3008267890,everyone,0,0,0,0,0,
"@CoinExIndonesia @lionceo_  - Successful presale, HC filled in 2 seconds, Will explode launch x100 and then x1000!
✅The Coolest Meme Token with Real Yield, Multi-AI, GameFi, and NFTs!
✅Audit+ Certik+ @gate_io connected
✅Buy tax reflection+ Rev-Sharing
✅BIG Marketing
✅Trend everywhere $802 https://t.co/lHDHXhcxRQ",[<ReferencedTweet id=1644312769293094913 type=replied_to],2023-04-07 12:15:05+00:00,False,1642325562009047042,everyone,0,0,0,0,0,
"Few strong-severe t-storms possible for SE LA, S. MS &amp; SW AL in afternoon/evening. Wind gusts 55-60mph, large hail possible. Continued showers/storms producing localized heavy rainfall over parts of LA, SE TX, MS, &amp; W. AL, 1-2”/hr possible. https://t.co/o6ffkLAcn1

#ThinkWeather https://t.co/JWekG9T2iG",,2023-04-07 12:15:05+00:00,False,101878960,everyone,0,0,0,0,0,
"Love is too true, too easy to sacrifice, too easy to sink, too easy to ignore everything, full of scars 
#粉穴 #白袜tk #OLiviaxx https://t.co/3a4TrFAHRf",,2023-04-07 12:15:05+00:00,False,3324080147,everyone,0,0,0,0,0,
Leopold Wyclif(fe) #合肥 #西安 #太原 https://t.co/bFwkuT9G4c,,2023-04-07 12:15:05+00:00,False,2899147718,everyone,0,0,0,0,0,
Yes they are!!!!!! https://t.co/hvXx7NmN2C,[<ReferencedTweet id=1644129871050801152 type=quoted],2023-04-07 12:15:05+00:00,False,1552393387004796934,everyone,0,0,0,0,0,
"FlemingKelvinErskineMolly   
#赣州 #铜川 #岳阳 https://t.co/YFh0daJK2I",,2023-04-07 12:15:05+00:00,False,3311318703,everyone,0,0,0,0,0,
"Now Hiring Construction Superintendent - WWTP
Manage all field operations of assigned projects including, supervising foremen, managing subcontractors and vendors, quality control and safety management.
#constructionjobs #nowhiring #wewantyou
https://t.co/rB7PR8Il8k https://t.co/o5RX1cJ8Eb",,2023-04-07 12:15:05+00:00,False,1367844810141425665,everyone,0,0,0,0,0,
object knight https://t.co/MaSCBcB0dl,,2023-04-07 12:15:05+00:00,False,1401371659722915845,everyone,0,0,0,0,0,
💚 pacaran virtual be like: https://t.co/ASSqH7Jf9Q,,2023-04-07 12:15:05+00:00,False,1331650559518990336,everyone,0,0,0,0,0,
"It possible. in history
OUNASS_NOON_PROMO_NON_TOYOU_TO_Fordeal_HM_Bath_and_Body_H&amp;M
YOU_H_AND_M_OUNAS_COUPON_SIVVI_NAMSHI_CODE_ONAS_DISCOUNT_ONASS_
Way better are needed at different time and https://t.co/u4aM50mMFl",,2023-04-07 12:15:05+00:00,False,1729834879,everyone,0,0,0,0,0,
First motion poster hints there will be love and fight!! Gangster brother will punish everyone!! No kindness only violence!! Good for good and bad for bad.. The love angle of Salman and Pooja will be the major highlight in KBKJ !! https://t.co/X0ch9Ia7MU,,2023-04-07 12:15:05+00:00,False,1196737688734289920,everyone,0,0,0,0,0,
"LOL this clown, probably believes the flu really went poof due to masks we know now did absolutely nothing but pollute our oceans https://t.co/dxO95tHHfn",[<ReferencedTweet id=1644107524797345793 type=quoted],2023-04-07 12:15:05+00:00,False,41056153,everyone,0,0,0,0,0,
"A white Republican lynch mob, targeting American democracy https://t.co/Ufz0SI2AE3",[<ReferencedTweet id=1644139894699094016 type=quoted],2023-04-07 12:15:05+00:00,False,1387470125931053056,everyone,0,0,0,0,0,
"💫💥😍👋💘
History owner indeed alone interview.
#扫楼 #一夜情 #道具大赛 https://t.co/rHZIdfjT0J",,2023-04-07 12:15:05+00:00,False,1495174387217182721,everyone,0,0,0,0,0,
A simple #poem I've written in the Filipino language. It documents the household workers who were murdered in Kuwait for the past consecutive years. #poetrycommunity #PoetryMonth #MigrantWorkers #gonebutnotforgotten https://t.co/OmICLVCzus,[<ReferencedTweet id=1621820467609845760 type=quoted],2023-04-07 12:15:05+00:00,False,3744523573,everyone,0,0,0,0,0,
"KARD 3rd Digital Single 'Without You'

2023.04.10 RELEASE

#KARD #카드
#WithoutYou https://t.co/bmtB9nDwoi",,2023-04-07 12:15:05+00:00,False,2263876748,mentionedUsers,0,0,0,0,0,
@hrts04rei REI YOU LOOK GOODDDDD https://t.co/I5axqDEiWh,[<ReferencedTweet id=1644295171729764352 type=replied_to],2023-04-07 12:15:05+00:00,False,1642486575463559168,everyone,0,0,0,0,0,
Thx for nft $ZRO is the best!! @LazyreDesign @uniquedawg @elmoxon @DollaDawgss @Reeplez @nabocila @juliemau55 @MetalyticsTools @StrAngerCOiN_SC @girlwith_goals @L00KSRARE @aaudi1817 @jendorojadelrio @TheBabiesNFTs https://t.co/KvYSNWaqjz,[<ReferencedTweet id=1644101749811163139 type=quoted],2023-04-07 12:15:05+00:00,False,1037578830783758336,everyone,0,0,0,0,0,
"😋😝👋😍😌
Figure attack movement peace television letter.
 #苏州 https://t.co/46ZOknaO5w",,2023-04-07 12:15:05+00:00,False,2797746346,everyone,0,0,0,0,0,
Garden range list spring writer couple red describe. https://t.co/qP3hxFWXcp,[<ReferencedTweet id=1644312831070724096 type=quoted],2023-04-07 12:15:05+00:00,False,1630184674520625152,everyone,0,0,0,0,0,
have a blessed day everyone https://t.co/nIz50YNYQk,,2023-04-07 12:15:05+00:00,False,1494703771812777987,everyone,0,0,0,0,0,
"Let's go guys, let's follow the steps!🙌 @EgoIndigo @agiu_marius @joohw_ @djogster @Legaci_ @shootthemoon61 @NFTony1223 @zhangku5133 @L84OwsWhrfcbJMj @YeatFanSolana @hr19990519 https://t.co/po1m6OoHUD",[<ReferencedTweet id=1644310104479608834 type=quoted],2023-04-07 12:15:05+00:00,False,2204184717,following,0,0,0,0,0,
"Honored to serve the global health community and happy to join in celebrating World Health Day!!

#hoyasaxa #georgetownuniversity #MedStarHealthProud #worldhealthday #worldhealthday2023 https://t.co/Hsk84pAcon",,2023-04-07 12:15:05+00:00,False,1444271864629579781,everyone,0,0,0,0,0,
"OH ITS SO GOOD OMG
https://t.co/qK4SIQCAcc",,2023-04-07 12:15:05+00:00,False,929580113930338305,everyone,0,1,0,0,1,
# healthy tangdhar https://t.co/RWEsT2dswZ,,2023-04-07 12:15:05+00:00,False,1570090950554447873,everyone,0,0,0,0,0,
"Do you like my pokemon? 🥺💕 
#佛山资源 #佛山 https://t.co/oHunKPoyf6",,2023-04-07 12:15:05+00:00,False,1633274453231800322,everyone,0,0,0,0,0,
"Today in downtown #Albany: https://t.co/bwag7GMh4r

🎵 Raisinhead &amp; Glass Pony
🎵 Mallet Brothers Band
🎵 Dan Dekalb
🍻 Flip Cup Friday
💪🏻 Beginner 1 Pole
🎨 HS Regional Juried Exhibition https://t.co/6jqP0fAtty",,2023-04-07 12:15:05+00:00,False,36146729,everyone,0,0,0,0,0,
Need to get my Arse in gear   Once again 👀=Coccyx https://t.co/Koxh3AHNCK,,2023-04-07 12:15:05+00:00,False,1175378311339532290,mentionedUsers,0,0,0,0,0,
"This is the average male in prison that’s why I dnt understand why women hop, skip, Jump, and run to be with them 😂😂 https://t.co/NUijPdomdM",[<ReferencedTweet id=1644194646749327360 type=quoted],2023-04-07 12:15:05+00:00,False,106326953,everyone,0,0,0,0,0,
"Our days are filled with so many thoughts, emotions, fears, etc.! Take this thought in, apply it and GO BE AWESOME! 

#values #effectiveleader #strategicadvisorboard https://t.co/oZTLfCwhxz",,2023-04-07 12:15:05+00:00,False,1386745121199181827,everyone,0,0,0,0,0,
"DivineLucianaDelmarKing   
#锦州 #约 #炮 https://t.co/ZiyUsPhBd4",,2023-04-07 12:15:05+00:00,False,2791063130,everyone,0,0,0,0,0,
"We want skies but some had second thoughts after the release of THE7's official fandom name and Treasure member Hyunsuk fandom name. But let me tell you that SKY and SKIES are different, not just because of their form and speling but because they hold different meanings  +++ https://t.co/2UN5UB3Lnt",[<ReferencedTweet id=1644297783103590401 type=quoted],2023-04-07 12:15:05+00:00,False,1143488749323448321,everyone,0,1,0,0,0,
"I like you,like it all over the mountains🥺💕🥺💕🥺💕🥺💕🥺💕 
#天津资源 #天津丝足 https://t.co/YF6WPNnBTs",,2023-04-07 12:15:05+00:00,False,1629724194702528518,everyone,0,0,0,0,0,
"hey all come from Daye 1802, a famous mining 
#野外 #巨乳 #皮鞭 https://t.co/lcwHcM3Goj",,2023-04-07 12:15:05+00:00,False,2822535644,everyone,0,0,0,0,0,
FEGtoken Airdrop fast or you will lose it!😍 @MiddleNameBoo @Huaxia678 @hmyers1024 @Jackie_Mijol @Bejidevictor2 @Tonde04244525 @SaifullahiMani @abiabivpm @MTiyabe @jdmaybe @Miroo129 @HouseFullCrypto https://t.co/xziASqFFv4,[<ReferencedTweet id=1644238849067892737 type=quoted],2023-04-07 12:15:05+00:00,False,394836270,everyone,0,0,0,0,0,
"Follow me for Lifestyle &amp; Travel stories, pictures and videos on Instagram. Over the years I've travelled to more than 40 countries and I've got epic plans for 2023. #Travel #SoloTravel #TravelTips

https://t.co/OcYqCCQrPu https://t.co/eRYa597WQQ",,2023-04-07 12:15:05+00:00,False,2912497694,everyone,0,0,0,0,0,
The most wonderful person 😍 https://t.co/6amKkoG1hU,[<ReferencedTweet id=1644311849910046720 type=quoted],2023-04-07 12:15:05+00:00,False,829714071272431616,everyone,0,0,0,0,0,
Christine BoyleElliot Addison  #上海按摩 #宝山 #嘉定 #虹口 #普陀 #徐汇 https://t.co/3XOaJQWII3,,2023-04-07 12:15:05+00:00,False,1617294598019387392,everyone,0,0,0,0,0,
"could. The pitcher didn’t see him

#首尔 约 炮 https://t.co/b3zcokOdfw",,2023-04-07 12:15:05+00:00,False,1627595253988618240,everyone,0,0,0,0,0,
"L8 Nobody really cares if you’re miserable, so you might as well be happy #裸聊 #陪玩 #娇喘 #盯射  *** https://t.co/WMsSJSGrOV",,2023-04-07 12:15:05+00:00,False,1574909595687976962,everyone,0,0,0,0,1,
Anime - Shoot! Goal to the the Future - Episode #8 – Le fil #Heir to the Empire https://t.co/L6SSK0enxt https://t.co/AWpZuWlNfJ,,2023-04-07 12:15:05+00:00,False,3258569603,everyone,0,0,0,0,0,
@bitcoin_brown Someone whining about it on twitter should be blocked. 🤡,[<ReferencedTweet id=1644298682584506371 type=replied_to],2023-04-07 12:15:05+00:00,False,1562053419438936067,everyone,0,0,0,0,0,
"mlem
#gawrt https://t.co/X8hByO9uOl",,2023-04-07 12:15:05+00:00,False,877879361634017284,everyone,0,0,0,0,1,
"@NileshOak @prachyam7 But his thesis of ""neti neti"" is just hilarious equally to his status of ""Vedic Scholar""...oops! now that has been wiped out from his bio section. He thought ""neti neti"" will bring oscars to him. Oops! Natu Natu! https://t.co/SeaoxuBokz",[<ReferencedTweet id=1644309235197435908 type=replied_to],2023-04-07 12:15:05+00:00,False,283935964,everyone,0,0,0,0,0,
Aaaaa I LOVE IT!!! https://t.co/DsxuRGGLFb,[<ReferencedTweet id=1644312643749158913 type=quoted],2023-04-07 12:15:05+00:00,False,1417932224733798403,everyone,0,0,0,0,0,
PERFECT SOUL - 'A creepy and intriguing read which will bewitch you from start to finish!' https://t.co/UqffpuZSVa  @SJ_Hermann #Occult #Horror #SJHermann https://t.co/lfwNqpflt8,,2023-04-07 12:15:05+00:00,False,865196319081672705,everyone,0,0,0,0,0,
Damien Hirst HOTT! @trippyCTfren @MegN01230 @Paul9921 @gcm_nft @MetaguildCom @NFTcanuck @Delierre54 @LightswitchR @whogoshaus @Galactic_Lab https://t.co/G32caZi8Vj,[<ReferencedTweet id=1644305066306809856 type=quoted],2023-04-07 12:15:05+00:00,False,783994080506286080,following,0,0,0,0,0,
"please contact me tonight 
#武汉丝足 #武汉资源 https://t.co/UKBdYoy7Q7",,2023-04-07 12:15:05+00:00,False,1626526715081105409,everyone,0,0,0,0,0,
lf frens onle https://t.co/QeBuDePLRN,[<ReferencedTweet id=1644009690165133317 type=quoted],2023-04-07 12:15:05+00:00,False,1640267476620705792,everyone,0,0,0,0,0,
Crawley fan zone https://t.co/eRMnnWXnfr,,2023-04-07 12:15:05+00:00,True,291010966,everyone,0,0,0,0,0,
"The weekend is here! It's time to recharge, relax and prepare for a new week ahead. You can also make your weekend a bit productive by planning your next career move with Vocation Wizard. 
#WeekendVibes #JobSearch #VocationWizard https://t.co/6JZmrz6KKG",,2023-04-07 12:15:05+00:00,False,1414145318694924293,everyone,0,0,0,0,0,
Degree common blue detail person choice back decide nice. https://t.co/jb02nQK580,[<ReferencedTweet id=1644312831070724096 type=quoted],2023-04-07 12:15:05+00:00,False,1630125595047653376,everyone,0,0,0,0,0,
"JudyFreshStrengthRex 
#幸运象财神 #亚博体育 https://t.co/x9b3emrGhK",,2023-04-07 12:15:05+00:00,False,1126873646616571906,everyone,0,0,0,0,0,
My first ever item sold🫶 https://t.co/T6FYTp6Fld,[<ReferencedTweet id=1644305829540122626 type=replied_to],2023-04-07 12:15:05+00:00,False,1199271746874040320,everyone,0,0,0,0,1,
4/7/2023 08:15 AM: Overcast/No Precip. Temp: 41 Avg. temp for this time of year: 53.2  Avg high for this time year: 65.7 Avg low for this time year: 42.1  #weather #kywx https://t.co/X1gHStgBCQ https://t.co/oj4ls8C79v,,2023-04-07 12:15:05+00:00,False,153615969,everyone,0,0,0,0,0,
OMGGGG welcoming you with open arms. Welcome to the ahgacaratland. 🐥💎 https://t.co/uH3DDOZnBt,[<ReferencedTweet id=1644201164387516416 type=quoted],2023-04-07 12:15:05+00:00,False,246168597,everyone,0,0,0,0,0,
@SirKunt @Swisscheese_fn Proof 8 https://t.co/5CEy6Wqpbo,[<ReferencedTweet id=1644287398577336324 type=replied_to],2023-04-07 12:15:05+00:00,False,1627091176754143232,everyone,0,0,0,0,0,
It's time to unleash your inner superhero! Join the Spider-Verse with #SpiderverseOnJune2nd https://t.co/wFKdd8V6pD,,2023-04-07 12:15:05+00:00,False,1639358476748206080,everyone,0,0,0,0,0,
"sphinctit fistulship 
#成都 #南通 https://t.co/vMM3eGvuDf",,2023-04-07 12:15:05+00:00,False,2717686467,everyone,0,0,0,0,0,
He treatment yeah behavior player what very old specific oil until figure energy. https://t.co/ENhdsT6llw,[<ReferencedTweet id=1644312831070724096 type=quoted],2023-04-07 12:15:05+00:00,False,1630317973041717248,everyone,0,0,0,0,0,
GUNWOOK P09 TRUST ME GUYS https://t.co/FvOO8Op62X,,2023-04-07 12:15:05+00:00,False,1635053168760352776,everyone,0,0,0,0,0,
Break the sound barrier in a Chevy Corvette Stingray. https://t.co/uVq9r3LTnW,,2023-04-07 12:15:05+00:00,False,1357423987,everyone,0,0,0,0,0,
Sit member too me nor yeah without three until least and. https://t.co/Q3VdIHKnti,[<ReferencedTweet id=1644312831070724096 type=quoted],2023-04-07 12:15:05+00:00,False,1630274090018693125,everyone,0,0,0,0,0,
"Form beyond against his organization.
#佛山 #大理 #丽江 https://t.co/EoQTqWtQkK",,2023-04-07 12:15:05+00:00,False,526486716,everyone,0,0,0,0,0,
"Mrs she worker low be.
 #无锡  #约  #炮 https://t.co/20NhCbroBn",,2023-04-07 12:15:05+00:00,False,2823415554,everyone,0,0,0,0,0,
For real https://t.co/JqjtACCkMV,[<ReferencedTweet id=1644234496282075136 type=quoted],2023-04-07 12:15:05+00:00,False,1541325084350193665,everyone,0,0,0,0,0,
"The Community VOICE newspaper on line - Wichita, Kansas City and Kansas' Black News for you. https://t.co/0HO09t3auM https://t.co/TgCUcEsxRQ",,2023-04-07 12:15:05+00:00,False,4855438872,everyone,0,0,0,0,0,
The problem is YOU (Scott Walker) and your culture. The solution is Generation Z. BTW you look scared. https://t.co/9xrhSfGAYr,[<ReferencedTweet id=1644079204722704384 type=quoted],2023-04-07 12:15:05+00:00,False,15269108,everyone,0,0,0,0,0,
Nor past authority expert while four together special phone. https://t.co/YBAKmEEqg1,[<ReferencedTweet id=1644312831070724096 type=quoted],2023-04-07 12:15:05+00:00,False,1629884919563317250,everyone,0,0,0,0,0,
"Therefore, the flowers in Yangzhou do not bloom in the palace septuagen 1106. 
#后妈 #呻吟 #母畜 https://t.co/R7RtsHg3Xl",,2023-04-07 12:15:05+00:00,False,2303280116,everyone,0,0,0,0,0,
"Enhance your #communication #skills with these #e-learning courses

👉 https://t.co/ttcuoLsr6d https://t.co/2ztWskxlVn",,2023-04-07 12:15:05+00:00,False,362499161,everyone,0,0,0,0,0,
Handling sheet materials like this is easy with the right equipment: https://t.co/BQBz70mnld #concrete #bridgesawblades #vacuumlifters https://t.co/2QurYIaRQE,,2023-04-07 12:15:05+00:00,False,1861563960,everyone,0,0,0,0,0,
